occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family
691794,Iguanodon,herbivorous,ornithopod,10.0,132.9,125.45,Castilla-La Mancha,-0.527039,40.718224,Ornithischia,
691800,Iguanodon,herbivorous,ornithopod,10.0,129.4,125.0,Castilla-La Mancha,-0.411057,40.745499,Ornithischia,
692610,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.620445,50.823467,Ornithischia,Ceratopsidae
692611,Prenocephale,herbivorous,ornithopod,2.4,83.5,70.6,Alberta,-111.603889,50.823334,Ornithischia,Pachycephalosauridae
692636,Thescelosaurus,herbivorous,ornithopod,3.5,70.6,66.0,Montana,-106.099998,47.799999,Ornithischia,Thescelosauridae
692637,Anatotitan,,,,70.6,66.0,Montana,-106.099998,47.799999,Ornithischia,Hadrosauridae
692639,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,Montana,-106.099998,47.799999,Ornithischia,Ceratopsidae
699844,Heterodontosaurus,herbivorous,ornithopod,1.2,199.3,190.8,Free State,28.5,-28.533333,Ornithischia,Heterodontosauridae
700662,Pachycephalosaurus,herbivorous,ornithopod,8.0,70.6,66.0,Wyoming,-107.0,41.799999,Ornithischia,Pachycephalosauridae
700664,Ankylosaurus,herbivorous,armored dinosaur,7.0,70.6,66.0,Wyoming,-107.0,41.799999,Ornithischia,Ankylosauridae
700722,Ankylosaurus,herbivorous,armored dinosaur,7.0,70.6,66.0,Wyoming,-106.891731,41.94062,Ornithischia,Ankylosauridae
700743,Edmontonia,herbivorous,armored dinosaur,4.0,70.6,66.0,Wyoming,-106.881096,41.935242,Ornithischia,Nodosauridae
700759,Ankylosaurus,herbivorous,armored dinosaur,7.0,70.6,66.0,Wyoming,-106.881096,41.935242,Ornithischia,Ankylosauridae
700846,Edmontonia,herbivorous,armored dinosaur,4.0,70.6,66.0,Wyoming,-106.88224,41.935326,Ornithischia,Nodosauridae
700857,Edmontonia,herbivorous,armored dinosaur,4.0,70.6,66.0,Wyoming,-106.88501,41.953903,Ornithischia,Nodosauridae
702694,Ankylosaurus,herbivorous,armored dinosaur,7.0,70.6,66.0,Wyoming,-106.876312,41.939877,Ornithischia,Ankylosauridae
702718,Ankylosaurus,herbivorous,armored dinosaur,7.0,70.6,66.0,Wyoming,-106.89241,41.939758,Ornithischia,Ankylosauridae
702764,Edmontonia,herbivorous,armored dinosaur,4.0,70.6,66.0,Wyoming,-106.88224,41.935326,Ornithischia,Nodosauridae
702806,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,152.1,Wyoming,-105.85611,42.196388,Ornithischia,Stegosauridae
702980,Gryposaurus,herbivorous,ornithopod,10.0,83.5,70.6,Utah,-111.859169,37.637222,Ornithischia,Hadrosauridae
703008,Psittacosaurus,herbivorous,ceratopsian,2.0,125.45,122.46,Liaoning,121.2481,41.533611,Ornithischia,Psittacosauridae
703165,Eotriceratops,,,,70.6,66.0,Alberta,-112.935257,51.953251,Ornithischia,Ceratopsidae
703167,Monoclonius,,,,83.5,70.6,Alberta,-111.488899,50.757,Ornithischia,Ceratopsidae
703448,Psittacosaurus,herbivorous,ceratopsian,2.0,125.45,122.46,Liaoning,120.95137,41.584137,Ornithischia,Psittacosauridae
705795,Valdosaurus,herbivorous,ornithopod,3.0,136.4,125.0,England,0.266667,50.950001,Ornithischia,Dryosauridae
708202,Stegosaurus,herbivorous,armored dinosaur,9.0,113.0,100.5,Utah,-110.991669,39.068333,Ornithischia,Stegosauridae
708309,Loricatosaurus,,,,164.7,161.2,England,-0.241701,52.552071,Ornithischia,Stegosauridae
708310,Dacentrurus,herbivorous,armored dinosaur,6.0,155.7,145.0,Leiria,-9.328333,39.176945,Ornithischia,Stegosauridae
708328,Levnesovia,,,,93.5,86.3,Navoi,62.655315,42.117294,Ornithischia,
708901,Dacentrurus,herbivorous,armored dinosaur,6.0,155.7,145.0,Leiria,-8.8167,39.599998,Ornithischia,Stegosauridae
709882,Parasaurolophus,herbivorous,ornithopod,11.0,83.5,70.6,Alberta,-111.511574,50.733292,Ornithischia,Hadrosauridae
710080,Edmontosaurus,herbivorous,ornithopod,13.0,70.6,66.0,Alberta,-113.545364,53.447811,Ornithischia,Hadrosauridae
710081,Saurolophus,herbivorous,ornithopod,9.0,70.6,66.0,Alberta,-113.545364,53.447811,Ornithischia,Hadrosauridae
715462,Stegoceras,herbivorous,ornithopod,2.4,83.5,70.6,New Mexico,-108.199997,36.266666,Ornithischia,Pachycephalosauridae
715473,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,66.0,Colorado,-108.846741,40.031628,Ornithischia,Ceratopsidae
715618,Velafrons,,,,83.5,70.6,Coahuila,-101.400276,25.5,Ornithischia,Hadrosauridae
715649,Pachycephalosaurus,herbivorous,ornithopod,8.0,83.5,70.6,Alberta,-111.572777,50.775276,Ornithischia,Pachycephalosauridae
715657,Anasazisaurus,,,,83.5,70.6,New Mexico,-107.816597,36.1548,Ornithischia,Hadrosauridae
715809,Nodocephalosaurus,,,,83.5,70.6,New Mexico,-108.084167,36.343613,Ornithischia,Ankylosauridae
715810,Nodocephalosaurus,,,,83.5,70.6,New Mexico,-108.084167,36.343613,Ornithischia,Ankylosauridae
715811,Nodocephalosaurus,,,,83.5,70.6,New Mexico,-108.084167,36.343613,Ornithischia,Ankylosauridae
715812,Nodocephalosaurus,,,,83.5,70.6,New Mexico,-108.084167,36.343613,Ornithischia,Ankylosauridae
717828,Hylaeosaurus,herbivorous,armored dinosaur,5.0,136.4,125.45,England,-1.3808,50.622501,Ornithischia,Nodosauridae
719964,Styracosaurus,herbivorous,ceratopsian,5.5,83.5,70.6,Alberta,-110.243889,48.026382,Ornithischia,Ceratopsidae
719965,Styracosaurus,herbivorous,ceratopsian,5.5,83.5,70.6,Alberta,-111.23143,50.820862,Ornithischia,Ceratopsidae
720034,Styracosaurus,herbivorous,ceratopsian,5.5,83.5,70.6,Alberta,-111.322235,50.81678,Ornithischia,Ceratopsidae
720035,Styracosaurus,herbivorous,ceratopsian,5.5,83.5,70.6,Alberta,-111.551857,50.746986,Ornithischia,Ceratopsidae
735997,Sahaliyania,,,,70.6,66.0,Heilongjiang,130.145828,48.394722,Ornithischia,Hadrosauridae
735999,Wulagasaurus,,,,70.6,66.0,Heilongjiang,130.145828,48.394722,Ornithischia,Hadrosauridae
740417,Protoceratops,herbivorous,ceratopsian,1.8,145.0,100.5,Gansu,101.556946,38.862225,Ornithischia,
741048,Zhongyuanosaurus,,,,100.5,89.8,Henan,112.560799,34.087219,Ornithischia,Ankylosauridae
741099,Edmontonia,herbivorous,armored dinosaur,4.0,70.6,66.0,Alberta,-112.911301,51.688202,Ornithischia,Nodosauridae
741249,Talarurus,herbivorous,armored dinosaur,6.0,100.5,89.8,Dornogov,109.858887,44.34,Ornithischia,Ankylosauridae
741250,Pinacosaurus,herbivorous,armored dinosaur,5.0,145.0,100.5,Ovorhangai,102.733299,44.241501,Ornithischia,Ankylosauridae
741251,Psittacosaurus,herbivorous,ceratopsian,2.0,145.0,100.5,Ovorhangai,102.733299,44.241501,Ornithischia,Psittacosauridae
741702,Tarchia,herbivorous,armored dinosaur,8.5,83.5,66.0,Omnogov,101.275002,43.491669,Ornithischia,Ankylosauridae
741711,Shamosaurus,herbivorous,armored dinosaur,,125.0,100.5,Ovorhangai,102.416664,42.450001,Ornithischia,Ankylosauridae
741713,Saichania,herbivorous,armored dinosaur,6.6,83.6,72.1,Omnogov,99.599998,43.299999,Ornithischia,Ankylosauridae
741718,Amtosaurus,,,,100.5,89.8,Omnogov,107.518059,43.144169,Ornithischia,
741738,Pinacosaurus,herbivorous,armored dinosaur,5.0,83.6,72.1,Dornogov,109.779999,44.438057,Ornithischia,Ankylosauridae
749715,Yamaceratops,,,,86.3,83.6,Dornogov,109.35318,44.393677,Ornithischia,
751808,Iguanodon,herbivorous,ornithopod,10.0,136.4,125.45,England,-1.954561,50.620792,Ornithischia,
751809,Iguanodon,herbivorous,ornithopod,10.0,136.4,125.45,England,-2.464766,50.66465,Ornithischia,
751815,Iguanodon,herbivorous,ornithopod,10.0,139.8,132.9,England,-2.464579,50.66798,Ornithischia,
751818,Hylaeosaurus,herbivorous,armored dinosaur,5.0,139.8,132.9,England,-2.464579,50.66798,Ornithischia,Nodosauridae
751909,Iguanodon,herbivorous,ornithopod,10.0,145.0,139.8,England,-2.0225,50.6017,Ornithischia,
755319,Zalmoxes,herbivorous,ornithopod,3.0,70.6,66.0,Alba,23.521614,46.043896,Ornithischia,Rhabdodontidae
755320,Telmatosaurus,herbivorous,ornithopod,5.0,70.6,66.0,Alba,23.521614,46.043896,Ornithischia,Hadrosauridae
755321,Struthiosaurus,herbivorous,armored dinosaur,2.5,70.6,66.0,Alba,23.521614,46.043896,Ornithischia,Nodosauridae
757341,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,Montana,-106.924721,47.583611,Ornithischia,Ceratopsidae
757342,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,Montana,-106.276939,47.653889,Ornithischia,Ceratopsidae
770354,Gasparinisaura,herbivorous,ornithopod,0.8,83.5,70.6,Río Negro,-68.081757,-38.809647,Ornithischia,
770622,Iguanodon,herbivorous,ornithopod,10.0,140.2,125.45,England,-0.800075,51.001877,Ornithischia,
774684,Iguanodon,herbivorous,ornithopod,10.0,140.2,136.4,England,0.623302,50.861614,Ornithischia,
775078,Dinehichnus,,,,155.7,150.8,Swietokrzyskie,21.66498,50.885155,Ornithischia,
775779,Psittacosaurus,herbivorous,ceratopsian,2.0,125.45,122.46,Liaoning,120.95137,41.584137,Ornithischia,Psittacosauridae
775783,Changchunsaurus,,,,125.0,93.9,Jilin,124.894295,43.585079,Ornithischia,Thescelosauridae
775784,Helioceratops,,,,125.0,93.9,Jilin,124.894295,43.585079,Ornithischia,
776420,Edmontosaurus,herbivorous,ornithopod,13.0,72.1,66.0,Montana,-106.803055,46.375832,Ornithischia,Hadrosauridae
777771,Lanzhousaurus,,,,129.4,125.0,Gansu,103.900002,36.700001,Ornithischia,
781634,Pinacosaurus,herbivorous,armored dinosaur,5.0,83.5,70.6,Omnogov,103.30278,44.228333,Ornithischia,Ankylosauridae
782319,Diabloceratops,,,,83.5,70.6,Utah,-111.349167,37.178055,Ornithischia,Ceratopsidae
782320,Diabloceratops,,,,83.5,70.6,Utah,-111.646667,37.191113,Ornithischia,Ceratopsidae
783906,Edmontosaurus,herbivorous,ornithopod,13.0,72.1,66.0,North Dakota,-103.946365,46.286884,Ornithischia,Hadrosauridae
784476,Scelidosaurus,herbivorous,armored dinosaur,4.0,199.3,190.8,England,-2.918876,50.732075,Ornithischia,
788610,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Texas,-103.159576,29.438757,Ornithischia,Ceratopsidae
790006,Heterodontosaurus,herbivorous,ornithopod,1.2,201.3,190.8,Free State,27.4167,-30.5333,Ornithischia,Heterodontosauridae
790030,Rhabdodon,herbivorous,ornithopod,4.0,70.6,66.0,Alba,23.562294,46.001316,Ornithischia,Rhabdodontidae
790070,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,Montana,-106.896561,47.613911,Ornithischia,Thescelosauridae
790507,Delatorrichnus,,,,166.1,157.3,Santa Cruz,-68.116669,-47.583332,Ornithischia,
791353,Tridigitichnus,,,,70.6,66.0,Río Negro,-69.466667,-41.349998,Ornithischia,Hadrosauridae
792139,Staurichnium,,,,145.0,125.45,Ceará,-39.021667,-6.364444,Ornithischia,
795827,Platyceratops,,,,83.6,72.1,Omnogov,99.599998,43.299999,Ornithischia,Bagaceratopsidae
796110,Hypacrosaurus,herbivorous,ornithopod,9.0,70.6,66.0,Alberta,-112.883331,51.995834,Ornithischia,Hadrosauridae
796338,Vagaceratops,,,,83.5,70.6,Alberta,-110.449997,49.066666,Ornithischia,Ceratopsidae
797963,Dinosauropodes,,,,83.6,72.1,Utah,-110.928955,39.698708,Ornithischia,
800075,Miragaia,,,,155.7,145.0,Lourinhã,-9.267504,39.239624,Ornithischia,Stegosauridae
800524,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-119.551704,55.068638,Ornithischia,Ceratopsidae
806552,Psittacosaurus,herbivorous,ceratopsian,2.0,125.0,113.0,Ovorhangai,101.733887,45.395,Ornithischia,Psittacosauridae
809372,Rhabdodon,herbivorous,ornithopod,4.0,83.5,66.0,Languedoc-Roussillon,2.91692,43.380901,Ornithischia,Rhabdodontidae
809374,Rhabdodon,herbivorous,ornithopod,4.0,83.5,66.0,Languedoc-Roussillon,2.898134,43.352753,Ornithischia,Rhabdodontidae
811343,Pachycephalosaurus,herbivorous,ornithopod,8.0,72.1,66.0,Montana,-104.831749,45.765656,Ornithischia,Pachycephalosauridae
811344,Pachycephalosaurus,herbivorous,ornithopod,8.0,72.1,66.0,Montana,-104.773071,45.787891,Ornithischia,Pachycephalosauridae
811346,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,Montana,-104.891388,45.730145,Ornithischia,Ceratopsidae
812194,Cedarpelta,herbivorous,armored dinosaur,10.0,122.46,109.0,Utah,-110.106003,39.179001,Ornithischia,Ankylosauridae
812305,Mantellisaurus,herbivorous,ornithopod,7.0,145.0,125.0,Aragón,-0.739722,40.243057,Ornithischia,Iguanodontidae
812310,Iguanodon,herbivorous,ornithopod,10.0,139.8,129.4,Castilla-La Mancha,-2.02547,40.547516,Ornithischia,
812313,Iguanodon,herbivorous,ornithopod,10.0,129.4,113.0,Castilla y Leon,-3.287049,41.985195,Ornithischia,
812438,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,0.424167,40.493332,Ornithischia,
812449,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,0.424167,40.493332,Ornithischia,
812453,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,0.424167,40.493332,Ornithischia,
812458,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,0.424167,40.493332,Ornithischia,
819151,Angulomastacator,,,,83.5,70.6,Texas,-103.504128,29.301561,Ornithischia,Hadrosauridae
823902,Psittacosaurus,herbivorous,ceratopsian,2.0,125.0,100.5,Ovorhangai,102.416664,42.450001,Ornithischia,Psittacosauridae
825648,Tenontosaurus,herbivorous,ornithopod,7.0,122.46,112.03,Maryland,-76.868477,39.070869,Ornithischia,
825942,Rhabdodon,herbivorous,ornithopod,4.0,83.5,66.0,Midi-Pyrénées,1.86345,42.938679,Ornithischia,Rhabdodontidae
826618,Rhabdodon,herbivorous,ornithopod,4.0,72.1,66.0,Languedoc-Roussillon,2.259428,42.929893,Ornithischia,Rhabdodontidae
826857,Crichtonsaurus,,,,100.5,89.8,Liaoning,120.761261,41.658852,Ornithischia,Ankylosauridae
826858,Crichtonsaurus,,,,100.5,89.8,Liaoning,120.806412,41.73613,Ornithischia,Ankylosauridae
826870,Psittacosaurus,herbivorous,ceratopsian,2.0,145.0,100.5,Nei Mongol,107.262779,38.927502,Ornithischia,Psittacosauridae
828525,Jiangjunosaurus,,,,163.5,157.3,Xinjiang,90.064598,44.837215,Ornithischia,Stegosauridae
828526,Nanningosaurus,,,,100.5,66.0,Guangxi,108.316704,22.8167,Ornithischia,Hadrosauridae
828527,Xuanhuaceratops,,,,163.5,145.0,Hebei,115.637497,40.25222,Ornithischia,Chaoyangsauridae
828708,Zhejiangosaurus,,,,100.5,93.9,Zhejiang,119.864998,28.476667,Ornithischia,Nodosauridae
828772,Pachycephalosaurus,herbivorous,ornithopod,8.0,72.1,66.0,Montana,-104.917351,45.103661,Ornithischia,Pachycephalosauridae
828773,Edmontosaurus,herbivorous,ornithopod,13.0,72.1,66.0,Montana,-104.917351,45.103661,Ornithischia,Hadrosauridae
829078,Dacentrurus,herbivorous,armored dinosaur,6.0,150.8,140.2,Teruel,-1.15,40.116699,Ornithischia,Stegosauridae
829423,Zhuchengosaurus,,,,83.6,72.1,Shandong,119.409943,35.995598,Ornithischia,Hadrosauridae
829833,Corvipes,,,,201.3,199.3,Massachusetts,-72.530952,42.606773,Ornithischia,Anomoepodidae
829837,Apatichnus,,,,201.3,199.3,Massachusetts,-72.530952,42.606773,Ornithischia,Anomoepodidae
829933,Corvipes,,,,201.3,190.8,Massachusetts,-72.535553,42.609165,Ornithischia,Anomoepodidae
830143,Corvipes,,,,201.3,190.8,Massachusetts,-72.514664,42.606197,Ornithischia,Anomoepodidae
830558,Apatichnus,,,,201.3,190.8,Massachusetts,-72.552719,42.614471,Ornithischia,Anomoepodidae
830617,Apatichnus,,,,201.3,199.3,Massachusetts,-72.598877,42.294674,Ornithischia,Anomoepodidae
830732,Corvipes,,,,201.3,190.8,Connecticut,-72.657867,41.725101,Ornithischia,Anomoepodidae
830877,Rhabdodon,herbivorous,ornithopod,4.0,72.1,66.0,Languedoc-Roussillon,2.210945,42.926857,Ornithischia,Rhabdodontidae
830915,Rhabdodon,herbivorous,ornithopod,4.0,83.5,66.0,Castilla-La Mancha,-2.021356,39.950359,Ornithischia,Rhabdodontidae
831052,Tatankacephalus,,,,113.0,100.5,Montana,-109.712097,46.298439,Ornithischia,Nodosauridae
831513,Iguanodon,herbivorous,ornithopod,10.0,140.2,136.4,England,0.509501,50.899384,Ornithischia,
831821,Hypselospinus,,,,140.2,136.4,England,0.545556,50.878334,Ornithischia,
831822,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,England,0.2,52.116699,Ornithischia,
832773,Fruitadens,,,,150.8,145.0,Colorado,-108.800003,39.200001,Ornithischia,Heterodontosauridae
832774,Fruitadens,,,,150.8,145.0,Colorado,-108.800003,39.200001,Ornithischia,Heterodontosauridae
833236,Orcauichnites,,,,70.6,66.0,Cataluña,0.99029,42.165714,Ornithischia,Iguanodontidae
833237,Ornithopodichnites,,,,70.6,66.0,Cataluña,0.99029,42.165714,Ornithischia,
833831,Iguanodon,herbivorous,ornithopod,10.0,145.0,140.2,England,-2.246667,50.623333,Ornithischia,
834142,Scelidosaurus,herbivorous,armored dinosaur,4.0,189.6,183.0,England,-2.75,50.723057,Ornithischia,
840203,Auroraceratops,,,,129.4,100.5,Gansu,97.666664,41.583332,Ornithischia,
840207,Psittacosaurus,herbivorous,ceratopsian,2.0,125.45,122.46,Liaoning,120.913269,41.603352,Ornithischia,Psittacosauridae
840363,Bissektipelta,,,,93.5,89.3,Navoi,62.655315,42.117294,Ornithischia,
840435,Valdosaurus,herbivorous,ornithopod,3.0,130.0,125.45,England,-1.371099,50.617123,Ornithischia,Dryosauridae
840592,Penelopognathus,,,,125.0,113.0,Nei Mongol,106.033333,41.183334,Ornithischia,
843894,Maiasaura,herbivorous,ornithopod,9.0,83.6,72.1,Montana,-112.276108,47.990002,Ornithischia,Hadrosauridae
844049,Psittacosaurus,herbivorous,ceratopsian,2.0,125.0,100.5,Khon Kaen,102.933296,16.383329,Ornithischia,Psittacosauridae
845942,Psittacosaurus,herbivorous,ceratopsian,2.0,145.0,132.9,Ovorhangai,101.621109,45.297222,Ornithischia,Psittacosauridae
846993,Neoanomoepus,,,,145.0,125.0,Khon Kaen,102.383331,16.65,Ornithischia,Anomoepodidae
847028,Bagaceratops,herbivorous,ceratopsian,1.0,83.6,72.1,Omnogov,101.125,43.487499,Ornithischia,
848406,Edmontosaurus,herbivorous,ornithopod,13.0,70.6,66.0,Alberta,-112.673378,51.455544,Ornithischia,Hadrosauridae
848413,Magnirostris,,,,83.6,72.1,Nei Mongol,106.756721,41.702133,Ornithischia,Protoceratopsidae
848414,Texacephale,,,,83.5,70.6,Texas,-103.25,29.25,Ornithischia,Pachycephalosauridae
848415,Texacephale,,,,83.5,66.0,Texas,-103.25,29.25,Ornithischia,Pachycephalosauridae
850791,Agujaceratops,,,,83.5,66.0,Texas,-103.25,29.25,Ornithischia,Ceratopsidae
851026,Ornithopodichnus,,,,113.0,100.5,Gyeongsangnam-do,128.399994,35.099998,Ornithischia,Iguanodontidae
866655,Valdosaurus,herbivorous,ornithopod,3.0,145.0,140.2,Aragón,-0.875695,40.667797,Ornithischia,Dryosauridae
867573,Ajkaceratops,,,,86.3,83.6,Veszprém,17.6,47.216702,Ornithischia,
867602,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,70.6,66.0,Alberta,-112.865601,51.549999,Ornithischia,Ceratopsidae
869288,Barilium,,,,139.8,132.9,England,-0.269444,50.929722,Ornithischia,Iguanodontidae
869760,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,70.6,66.0,Alberta,-112.629997,51.41,Ornithischia,Ceratopsidae
869763,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-112.589996,51.400002,Ornithischia,Ceratopsidae
869797,Scelidosaurus,herbivorous,armored dinosaur,4.0,199.3,190.8,England,-2.90829,50.733959,Ornithischia,
870170,Gryposaurus,herbivorous,ornithopod,10.0,83.5,70.6,Alberta,-111.601387,50.666668,Ornithischia,Hadrosauridae
871941,Iguanodon,herbivorous,ornithopod,10.0,140.2,136.4,England,0.44255,50.859379,Ornithischia,
871942,Polacanthus,herbivorous,armored dinosaur,5.0,140.2,136.4,England,0.44255,50.859379,Ornithischia,Nodosauridae
871943,Hylaeosaurus,herbivorous,armored dinosaur,5.0,140.2,136.4,England,0.44255,50.859379,Ornithischia,Nodosauridae
871960,Polacanthus,herbivorous,armored dinosaur,5.0,140.2,136.4,England,0.44255,50.859379,Ornithischia,Nodosauridae
872398,Zalmoxes,herbivorous,ornithopod,3.0,83.5,66.0,Judetul Covurlui,22.916668,45.549999,Ornithischia,Rhabdodontidae
872400,Struthiosaurus,herbivorous,armored dinosaur,2.5,83.5,66.0,Judetul Covurlui,22.916668,45.549999,Ornithischia,Nodosauridae
872401,Rhabdodon,herbivorous,ornithopod,4.0,83.5,66.0,Judetul Covurlui,22.916668,45.549999,Ornithischia,Rhabdodontidae
872402,Mochlodon,,,,83.5,66.0,Judetul Covurlui,22.916668,45.549999,Ornithischia,Rhabdodontidae
872434,Zalmoxes,herbivorous,ornithopod,3.0,70.6,66.0,Judetul Covurlui,23.438856,45.994545,Ornithischia,Rhabdodontidae
872484,Telmatosaurus,herbivorous,ornithopod,5.0,72.1,66.0,Hunedoara,22.783333,45.616669,Ornithischia,Hadrosauridae
872485,Zalmoxes,herbivorous,ornithopod,3.0,72.1,66.0,Hunedoara,22.783333,45.616669,Ornithischia,Rhabdodontidae
873168,Sinoceratops,,,,83.6,72.1,Shandong,120.984718,37.465832,Ornithischia,Ceratopsidae
873169,Huaxiaosaurus,,,,83.6,72.1,Shandong,120.984718,37.465832,Ornithischia,Hadrosauridae
880108,Jaxartosaurus,herbivorous,ornithopod,9.0,100.5,66.0,Xinjiang,88.699997,46.400002,Ornithischia,Hadrosauridae
880208,Gilmoreosaurus,herbivorous,ornithopod,6.0,83.5,70.6,Nei Mongol,111.929169,43.772221,Ornithischia,
881373,Psittacosaurus,herbivorous,ceratopsian,2.0,125.0,113.0,Nei Mongol,104.065002,40.994999,Ornithischia,Psittacosauridae
881478,Archaeoceratops,herbivorous,ceratopsian,1.3,125.0,100.5,Gansu,98.413506,39.771988,Ornithischia,
881480,Prenoceratops,,,,83.5,70.6,Alberta,-112.577003,49.283001,Ornithischia,Leptoceratopsidae
881485,Coahuilaceratops,,,,83.5,70.6,Coahuila,-101.699997,25.5,Ornithischia,Ceratopsidae
881962,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,New Mexico,-108.066399,36.343899,Ornithischia,Ceratopsidae
881963,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,New Mexico,-108.066399,36.343899,Ornithischia,Ceratopsidae
881973,Medusaceratops,,,,83.5,70.6,Montana,-110.562073,48.945168,Ornithischia,Ceratopsidae
881975,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,South Dakota,-103.560928,45.713463,Ornithischia,Ceratopsidae
882008,Nasutoceratops,,,,83.5,70.6,Utah,-111.762489,37.529842,Ornithischia,Ceratopsidae
883266,Zalmoxes,herbivorous,ornithopod,3.0,72.1,66.0,Hunedoara,22.845142,45.603615,Ornithischia,Rhabdodontidae
883349,Zalmoxes,herbivorous,ornithopod,3.0,72.1,66.0,Hunedoara,22.904167,45.543888,Ornithischia,Rhabdodontidae
883351,Cedarpelta,herbivorous,armored dinosaur,10.0,122.46,109.0,Utah,-110.106003,39.179001,Ornithischia,Ankylosauridae
883354,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,
883370,Iguanacolossus,,,,130.0,125.45,Utah,-110.113594,38.910923,Ornithischia,
884204,Limayichnus,,,,99.6,93.5,Mendoza,-69.25,-39.516666,Ornithischia,Iguanodontidae
